spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
gbm+offset+iso,0.02,60,maxEv,6,188.9,13495,3
price+offset,0.02,60,mostBooks,6,188.5,10111,2
box+gbm,0.01,60,mostBooks,6,185.9,16564,2
compact+offset,0.04,60,mostBooks,6,185.6,8599,2
price+gbm+offset,0.04,60,maxEv,6,185.3,7712,3
compact+offset,0.04,60,maxEv,6,183.7,8600,2
box+gbm,0.0,55,mostBooks,6,182.5,25306,2
gbm+offset+iso,0.01,60,maxEv,6,181.8,15376,3
gbm+offset+iso,0.02,60,mostBooks,6,180.4,13494,3
box+gbm+iso,0.02,60,mostBooks,6,180.3,13627,3
gbm+offset,0.0,60,maxEv,6,180.2,18402,2
price+gbm+offset,0.04,60,mostBooks,6,180.2,7712,3
compact+box,0.04,60,mostBooks,6,177.7,8792,2
box+gbm+offset,0.01,55,maxEv,6,176.2,22379,3
compact+box,0.04,60,maxEv,6,176.0,8793,2
box+gbm,0.0,60,maxEv,6,174.4,18556,2
box+gbm+iso,0.01,60,maxEv,6,173.9,15511,3
offset+iso,0.02,55,maxEv,6,172.9,19967,2
compact+iso,0.01,60,maxEv,6,172.1,14426,2
price+box,0.02,60,maxEv,6,172.0,10560,2
box+gbm+offset,0.01,55,mostBooks,6,171.4,22377,3
box+iso,0.02,55,mostBooks,6,171.0,20096,2
gbm+offset+iso,0.01,60,mostBooks,6,170.7,15375,3
compact+iso,0.0,0,maxEv,6,169.9,59477,2
price+compact+box,0.0,55,maxEv,6,169.5,24490,3
box+gbm+offset,0.02,55,maxEv,6,169.4,19867,3
price+compact+box,0.0,55,mostBooks,6,168.6,24488,3
price+box+offset,0.02,60,maxEv,6,166.4,12002,3
box+gbm+iso,0.0,60,maxEv,6,166.4,17447,3
box+iso,0.01,55,maxEv,6,166.0,22544,2
price+box,0.02,60,mostBooks,6,165.5,10559,2
