arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
on,0.6,batter_total_bases,price,1,0.0,maxEv,both,1481,35.59,1,577,-4.336,-25.02
on,0.7,batter_total_bases,price,1,0.0,maxEv,both,1709,29.56,1,349,-5.443,-18.99
on,0.5,batter_total_bases,price,1,0.01,maxEv,both,1110,29.77,1,614,-3.098,-19.02
on,0.6,batter_total_bases,price,1,0.01,maxEv,both,1150,36.04,1,574,-4.406,-25.29
on,0.7,batter_total_bases,price,1,0.01,maxEv,both,1378,30.02,1,346,-5.569,-19.27
on,0.5,batter_total_bases,price,1,0.02,maxEv,both,736,18.22,1,302,-5.542,-16.74
on,0.6,batter_total_bases,price,1,0.02,maxEv,both,750,19.34,1,288,-6.2,-17.86
on,0.7,batter_total_bases,price,1,0.02,maxEv,both,850,18.83,1,188,-9.228,-17.35
on,0.5,batter_total_bases,price,1,0.04,maxEv,both,371,9.31,0,89,5.278,4.7
on,0.6,batter_total_bases,price,1,0.04,maxEv,both,384,11.43,0,76,3.391,2.58
on,0.7,batter_total_bases,price,1,0.04,maxEv,both,436,14.72,0,24,-2.957,-0.71
on,0.5,batter_total_bases,price,1,0.0,mostBooks,both,1421,29.51,1,637,-3.009,-19.17
on,0.6,batter_total_bases,price,1,0.0,mostBooks,both,1481,35.47,1,577,-4.354,-25.12
on,0.7,batter_total_bases,price,1,0.0,mostBooks,both,1709,29.33,1,349,-5.44,-18.98
on,0.5,batter_total_bases,price,1,0.01,mostBooks,both,1110,29.63,1,614,-3.115,-19.13
on,0.6,batter_total_bases,price,1,0.01,mostBooks,both,1150,35.9,1,574,-4.424,-25.4
on,0.7,batter_total_bases,price,1,0.01,mostBooks,both,1378,29.76,1,346,-5.566,-19.26
on,0.5,batter_total_bases,price,1,0.02,mostBooks,both,736,18.19,1,302,-5.513,-16.65
on,0.6,batter_total_bases,price,1,0.02,mostBooks,both,750,19.31,1,288,-6.169,-17.77
on,0.7,batter_total_bases,price,1,0.02,mostBooks,both,850,18.8,1,188,-9.18,-17.26
on,0.5,batter_total_bases,price,1,0.04,mostBooks,both,371,9.28,0,89,5.278,4.7
on,0.6,batter_total_bases,price,1,0.04,mostBooks,both,384,11.4,0,76,3.391,2.58
on,0.7,batter_total_bases,price,1,0.04,mostBooks,both,436,14.68,0,24,-2.957,-0.71
off,0.5,batter_total_bases,compact,1,0.0,maxEv,both,3044,-55.07,0,2284,0.701,16.02
off,0.6,batter_total_bases,compact,1,0.0,maxEv,both,3394,-74.81,0,1934,1.849,35.76
off,0.7,batter_total_bases,compact,1,0.0,maxEv,both,3952,-72.88,0,1376,2.458,33.83
off,0.5,batter_total_bases,compact,1,0.01,maxEv,both,2482,-53.94,0,1689,1.654,27.93
off,0.6,batter_total_bases,compact,1,0.01,maxEv,both,2728,-57.37,0,1443,2.173,31.36
off,0.7,batter_total_bases,compact,1,0.01,maxEv,both,3138,-55.74,0,1033,2.878,29.73
off,0.5,batter_total_bases,compact,1,0.02,maxEv,under,1884,-23.15,0,1148,1.482,17.01
off,0.6,batter_total_bases,compact,1,0.02,maxEv,under,2050,-29.25,0,982,2.354,23.11
off,0.7,batter_total_bases,compact,1,0.02,maxEv,under,2348,-33.21,0,684,3.959,27.08
off,0.5,batter_total_bases,compact,1,0.04,maxEv,both,860,29.49,1,466,4.21,19.62
off,0.6,batter_total_bases,compact,1,0.04,maxEv,both,923,26.73,1,403,5.553,22.38
off,0.7,batter_total_bases,compact,1,0.04,maxEv,both,1066,38.83,1,260,3.952,10.28
off,0.5,batter_total_bases,compact,1,0.0,mostBooks,both,3044,-57.38,0,2284,0.67,15.3
off,0.6,batter_total_bases,compact,1,0.0,mostBooks,both,3394,-77.31,0,1934,1.822,35.23
off,0.7,batter_total_bases,compact,1,0.0,mostBooks,both,3952,-75.44,0,1376,2.424,33.36
off,0.5,batter_total_bases,compact,1,0.01,mostBooks,both,2482,-55.6,0,1689,1.607,27.15
off,0.6,batter_total_bases,compact,1,0.01,mostBooks,both,2728,-59.23,0,1443,2.133,30.77
off,0.7,batter_total_bases,compact,1,0.01,mostBooks,both,3138,-57.72,0,1033,2.833,29.26
off,0.5,batter_total_bases,compact,1,0.02,mostBooks,under,1884,-24.19,0,1148,1.432,16.44
off,0.6,batter_total_bases,compact,1,0.02,mostBooks,under,2050,-30.49,0,982,2.315,22.73
off,0.7,batter_total_bases,compact,1,0.02,mostBooks,under,2348,-34.44,0,684,3.901,26.68
off,0.5,batter_total_bases,compact,1,0.04,mostBooks,both,860,29.02,1,466,4.188,19.52
off,0.6,batter_total_bases,compact,1,0.04,mostBooks,both,923,26.28,1,403,5.523,22.26
off,0.7,batter_total_bases,compact,1,0.04,mostBooks,both,1066,38.38,1,260,3.905,10.15
on,0.5,batter_total_bases,compact,1,0.0,maxEv,both,1693,-13.77,0,455,4.248,19.33
on,0.6,batter_total_bases,compact,1,0.0,maxEv,both,1751,-16.35,0,397,5.519,21.91
on,0.7,batter_total_bases,compact,1,0.0,maxEv,both,1893,-4.81,0,255,4.067,10.37
on,0.5,batter_total_bases,compact,1,0.01,maxEv,both,1353,9.59,1,446,3.769,16.81
on,0.6,batter_total_bases,compact,1,0.01,maxEv,both,1411,7.01,1,388,4.998,19.39
on,0.7,batter_total_bases,compact,1,0.01,maxEv,both,1553,18.55,1,246,3.192,7.85
on,0.5,batter_total_bases,compact,1,0.02,maxEv,both,856,22.59,1,349,4.492,15.68
on,0.6,batter_total_bases,compact,1,0.02,maxEv,both,914,20.01,1,291,6.274,18.26
on,0.7,batter_total_bases,compact,1,0.02,maxEv,both,1053,29.6,1,152,5.703,8.67
on,0.5,batter_total_bases,compact,1,0.04,maxEv,both,533,15.18,1,198,9.206,18.23
on,0.6,batter_total_bases,compact,1,0.04,maxEv,both,575,13.69,1,156,12.641,19.72
on,0.7,batter_total_bases,compact,1,0.04,maxEv,both,616,24.13,1,115,8.07,9.28
on,0.5,batter_total_bases,compact,1,0.0,mostBooks,both,1693,-14.05,0,455,4.236,19.28
on,0.6,batter_total_bases,compact,1,0.0,mostBooks,both,1751,-16.63,0,397,5.506,21.86
on,0.7,batter_total_bases,compact,1,0.0,mostBooks,both,1893,-5.09,0,255,4.046,10.32
on,0.5,batter_total_bases,compact,1,0.01,mostBooks,both,1353,9.29,1,446,3.757,16.76
on,0.6,batter_total_bases,compact,1,0.01,mostBooks,both,1411,6.71,1,388,4.985,19.34
on,0.7,batter_total_bases,compact,1,0.01,mostBooks,both,1553,18.25,1,246,3.171,7.8
on,0.5,batter_total_bases,compact,1,0.02,mostBooks,both,856,22.35,1,349,4.485,15.65
on,0.6,batter_total_bases,compact,1,0.02,mostBooks,both,914,19.77,1,291,6.266,18.23
on,0.7,batter_total_bases,compact,1,0.02,mostBooks,both,1053,29.36,1,152,5.688,8.65
on,0.5,batter_total_bases,compact,1,0.04,mostBooks,both,533,15.08,1,198,9.206,18.23
on,0.6,batter_total_bases,compact,1,0.04,mostBooks,both,575,13.59,1,156,12.641,19.72
on,0.7,batter_total_bases,compact,1,0.04,mostBooks,both,616,24.03,1,115,8.07,9.28
off,0.5,batter_total_bases,box,1,0.0,maxEv,under,2572,-31.97,0,2294,0.238,5.46
off,0.6,batter_total_bases,box,1,0.0,maxEv,under,2876,-43.39,0,1990,0.848,16.88
off,0.7,batter_total_bases,box,1,0.0,maxEv,under,3394,-37.52,0,1472,0.748,11.01
off,0.5,batter_total_bases,box,1,0.01,maxEv,under,2161,-20.49,0,1816,1.228,22.3
off,0.6,batter_total_bases,box,1,0.01,maxEv,under,2388,-31.17,0,1589,2.076,32.98
off,0.7,batter_total_bases,box,1,0.01,maxEv,under,2802,-21.48,0,1175,1.982,23.29
off,0.5,batter_total_bases,box,1,0.02,maxEv,under,1763,-34.15,0,1421,2.281,32.42
off,0.6,batter_total_bases,box,1,0.02,maxEv,under,1933,-41.72,0,1251,3.196,39.98
off,0.7,batter_total_bases,box,1,0.02,maxEv,under,2266,-30.62,0,918,3.146,28.88
off,0.5,batter_total_bases,box,1,0.04,maxEv,under,1014,-25.03,0,767,3.052,23.41
off,0.6,batter_total_bases,box,1,0.04,maxEv,under,1103,-13.74,0,678,1.788,12.12
off,0.7,batter_total_bases,box,1,0.04,maxEv,under,1287,7.52,1,494,-1.85,-9.14
off,0.5,batter_total_bases,box,1,0.0,mostBooks,under,2572,-33.63,0,2293,0.24,5.51
off,0.6,batter_total_bases,box,1,0.0,mostBooks,under,2877,-44.66,0,1988,0.832,16.54
off,0.7,batter_total_bases,box,1,0.0,mostBooks,under,3394,-39.39,0,1471,0.766,11.27
off,0.5,batter_total_bases,box,1,0.01,mostBooks,under,2161,-21.69,0,1815,1.239,22.48
off,0.6,batter_total_bases,box,1,0.01,mostBooks,under,2389,-31.98,0,1587,2.065,32.77
off,0.7,batter_total_bases,box,1,0.01,mostBooks,under,2802,-22.89,0,1174,2.017,23.68
off,0.5,batter_total_bases,box,1,0.02,mostBooks,under,1763,-34.95,0,1421,2.219,31.53
off,0.6,batter_total_bases,box,1,0.02,mostBooks,under,1933,-42.72,0,1251,3.141,39.29
off,0.7,batter_total_bases,box,1,0.02,mostBooks,under,2266,-31.59,0,918,3.069,28.17
off,0.5,batter_total_bases,box,1,0.04,mostBooks,under,1014,-25.29,0,767,2.97,22.78
off,0.6,batter_total_bases,box,1,0.04,mostBooks,under,1103,-14.0,0,678,1.694,11.49
off,0.7,batter_total_bases,box,1,0.04,mostBooks,under,1287,7.26,1,494,-1.978,-9.77
on,0.5,batter_total_bases,box,1,0.0,maxEv,under,2050,-40.81,0,880,2.54,22.36
on,0.6,batter_total_bases,box,1,0.0,maxEv,under,2107,-35.32,0,823,2.049,16.86
on,0.7,batter_total_bases,box,1,0.0,maxEv,under,2316,-24.57,0,614,0.997,6.12
on,0.5,batter_total_bases,box,1,0.01,maxEv,under,1213,-50.23,0,672,3.541,23.8
on,0.6,batter_total_bases,box,1,0.01,maxEv,under,1260,-46.46,0,625,3.205,20.03
on,0.7,batter_total_bases,box,1,0.01,maxEv,under,1396,-30.66,0,489,0.865,4.23
on,0.5,batter_total_bases,box,1,0.02,maxEv,both,832,-30.24,0,337,6.888,23.21
on,0.6,batter_total_bases,box,1,0.02,maxEv,both,870,-27.24,0,299,6.758,20.21
on,0.7,batter_total_bases,box,1,0.02,maxEv,both,943,-15.57,0,226,3.777,8.54
on,0.5,batter_total_bases,box,1,0.04,maxEv,both,317,-21.89,0,334,6.881,22.98
on,0.6,batter_total_bases,box,1,0.04,maxEv,both,353,-20.11,0,298,7.116,21.21
on,0.7,batter_total_bases,box,1,0.04,maxEv,both,426,-8.44,0,225,4.239,9.54
on,0.5,batter_total_bases,box,1,0.0,mostBooks,under,2050,-41.06,0,880,2.487,21.88
on,0.6,batter_total_bases,box,1,0.0,mostBooks,under,2107,-35.57,0,823,1.992,16.39
on,0.7,batter_total_bases,box,1,0.0,mostBooks,under,2316,-24.82,0,614,0.92,5.65
on,0.5,batter_total_bases,box,1,0.01,mostBooks,under,1213,-50.45,0,672,3.474,23.35
on,0.6,batter_total_bases,box,1,0.01,mostBooks,under,1260,-46.68,0,625,3.133,19.58
on,0.7,batter_total_bases,box,1,0.01,mostBooks,under,1396,-30.88,0,489,0.772,3.78
on,0.5,batter_total_bases,box,1,0.02,mostBooks,both,832,-30.41,0,337,6.924,23.33
on,0.6,batter_total_bases,box,1,0.02,mostBooks,both,870,-27.4,0,299,6.797,20.32
on,0.7,batter_total_bases,box,1,0.02,mostBooks,both,943,-15.74,0,226,3.83,8.66
on,0.5,batter_total_bases,box,1,0.04,mostBooks,both,317,-21.81,0,334,6.917,23.1
on,0.6,batter_total_bases,box,1,0.04,mostBooks,both,353,-20.03,0,298,7.156,21.32
on,0.7,batter_total_bases,box,1,0.04,mostBooks,both,426,-8.36,0,225,4.291,9.66
off,0.5,batter_total_bases,gbm,1,0.0,maxEv,under,2603,-13.24,0,1725,3.338,57.58
off,0.6,batter_total_bases,gbm,1,0.0,maxEv,under,2868,-19.32,0,1460,4.36,63.66
off,0.7,batter_total_bases,gbm,1,0.0,maxEv,under,3249,20.15,1,1079,2.242,24.19
off,0.5,batter_total_bases,gbm,1,0.01,maxEv,under,2255,-37.85,0,1371,5.648,77.44
off,0.6,batter_total_bases,gbm,1,0.01,maxEv,under,2478,-38.4,0,1148,6.793,77.99
off,0.7,batter_total_bases,gbm,1,0.01,maxEv,under,2775,-6.49,0,851,5.415,46.08
off,0.5,batter_total_bases,gbm,1,0.02,maxEv,under,1921,-42.02,0,1043,6.36,66.33
off,0.6,batter_total_bases,gbm,1,0.02,maxEv,under,2105,-35.63,0,859,6.978,59.94
off,0.7,batter_total_bases,gbm,1,0.02,maxEv,under,2322,-1.34,0,642,3.996,25.65
off,0.5,batter_total_bases,gbm,1,0.04,maxEv,under,1256,-14.17,0,622,7.102,44.17
off,0.6,batter_total_bases,gbm,1,0.04,maxEv,under,1364,-9.95,0,514,7.773,39.95
off,0.7,batter_total_bases,gbm,1,0.04,maxEv,under,1484,13.25,1,394,4.253,16.76
off,0.5,batter_total_bases,gbm,1,0.0,mostBooks,under,2603,-14.02,0,1725,3.245,55.98
off,0.6,batter_total_bases,gbm,1,0.0,mostBooks,over,266,-22.52,0,127,-1.592,-2.02
off,0.7,batter_total_bases,gbm,1,0.0,mostBooks,under,3249,18.47,1,1079,2.177,23.49
off,0.5,batter_total_bases,gbm,1,0.01,mostBooks,under,2255,-38.33,0,1371,5.555,76.16
off,0.6,batter_total_bases,gbm,1,0.01,mostBooks,under,2476,-41.36,0,1150,6.886,79.19
off,0.7,batter_total_bases,gbm,1,0.01,mostBooks,under,2775,-7.66,0,851,5.345,45.49
off,0.5,batter_total_bases,gbm,1,0.02,mostBooks,under,1921,-42.54,0,1043,6.241,65.09
off,0.6,batter_total_bases,gbm,1,0.02,mostBooks,under,2103,-38.6,0,861,7.102,61.15
off,0.7,batter_total_bases,gbm,1,0.02,mostBooks,under,2322,-2.51,0,642,3.903,25.06
off,0.5,batter_total_bases,gbm,1,0.04,mostBooks,under,1256,-14.6,0,622,6.89,42.86
off,0.6,batter_total_bases,gbm,1,0.04,mostBooks,under,1362,-12.94,0,516,7.984,41.2
off,0.7,batter_total_bases,gbm,1,0.04,mostBooks,under,1484,12.06,1,394,4.112,16.2
on,0.5,batter_total_bases,gbm,1,0.0,maxEv,under,2338,-35.25,0,455,7.771,35.36
on,0.6,batter_total_bases,gbm,1,0.0,maxEv,under,2585,-36.13,0,208,17.419,36.23
on,0.7,batter_total_bases,gbm,1,0.0,maxEv,under,2627,-22.45,0,166,13.585,22.55
on,0.5,batter_total_bases,gbm,1,0.01,maxEv,under,1420,-20.96,0,226,18.836,42.57
on,0.6,batter_total_bases,gbm,1,0.01,maxEv,under,1447,-15.57,0,199,18.682,37.18
on,0.7,batter_total_bases,gbm,1,0.01,maxEv,under,1484,-0.0,0,162,13.341,21.61
on,0.5,batter_total_bases,gbm,1,0.02,maxEv,under,988,-1.95,0,224,19.102,42.79
on,0.6,batter_total_bases,gbm,1,0.02,maxEv,under,1015,3.44,1,197,18.983,37.4
on,0.7,batter_total_bases,gbm,1,0.02,maxEv,under,1052,19.0,1,160,13.644,21.83
on,0.5,batter_total_bases,gbm,1,0.04,maxEv,under,505,36.85,1,192,22.364,42.94
on,0.6,batter_total_bases,gbm,1,0.04,maxEv,both,537,40.47,1,181,21.373,38.69
on,0.7,batter_total_bases,gbm,1,0.04,maxEv,both,567,56.28,1,151,15.153,22.88
on,0.5,batter_total_bases,gbm,1,0.0,mostBooks,under,2338,-35.58,0,455,7.497,34.11
on,0.6,batter_total_bases,gbm,1,0.0,mostBooks,under,2583,-39.03,0,210,17.889,37.57
on,0.7,batter_total_bases,gbm,1,0.0,mostBooks,under,2627,-23.55,0,166,13.304,22.09
on,0.5,batter_total_bases,gbm,1,0.01,mostBooks,under,1420,-21.05,0,226,18.312,41.39
on,0.6,batter_total_bases,gbm,1,0.01,mostBooks,under,1445,-18.24,0,201,19.192,38.58
on,0.7,batter_total_bases,gbm,1,0.01,mostBooks,under,1484,-0.87,0,162,13.091,21.21
on,0.5,batter_total_bases,gbm,1,0.02,mostBooks,under,988,-2.22,0,224,18.573,41.6
on,0.6,batter_total_bases,gbm,1,0.02,mostBooks,under,1013,0.59,1,199,19.495,38.79
on,0.7,batter_total_bases,gbm,1,0.02,mostBooks,under,1052,17.96,1,160,13.392,21.43
on,0.5,batter_total_bases,gbm,1,0.04,mostBooks,under,505,36.76,1,192,21.934,42.11
on,0.6,batter_total_bases,gbm,1,0.04,mostBooks,both,535,37.8,1,183,22.099,40.44
on,0.7,batter_total_bases,gbm,1,0.04,mostBooks,both,567,55.41,1,151,15.122,22.83
off,0.5,batter_total_bases,offset,1,0.0,maxEv,under,2539,-34.35,0,2293,0.346,7.94
off,0.6,batter_total_bases,offset,1,0.0,maxEv,under,2838,-50.11,0,1994,1.189,23.7
off,0.7,batter_total_bases,offset,1,0.0,maxEv,under,3339,-37.22,0,1493,0.724,10.81
off,0.5,batter_total_bases,offset,1,0.01,maxEv,under,2152,-25.23,0,1824,0.457,8.34
off,0.6,batter_total_bases,offset,1,0.01,maxEv,under,2377,-38.29,0,1599,1.339,21.41
off,0.7,batter_total_bases,offset,1,0.01,maxEv,under,2780,-32.61,0,1196,1.314,15.72
off,0.5,batter_total_bases,offset,1,0.02,maxEv,under,1738,-39.99,0,1423,2.083,29.65
off,0.6,batter_total_bases,offset,1,0.02,maxEv,under,1900,-48.81,0,1261,3.05,38.46
off,0.7,batter_total_bases,offset,1,0.02,maxEv,under,2221,-35.55,0,940,2.681,25.2
off,0.5,batter_total_bases,offset,1,0.04,maxEv,under,989,-25.02,0,790,1.053,8.32
off,0.6,batter_total_bases,offset,1,0.04,maxEv,under,1076,-24.27,0,703,1.077,7.57
off,0.7,batter_total_bases,offset,1,0.04,maxEv,under,1253,-2.97,0,526,-2.61,-13.73
off,0.5,batter_total_bases,offset,1,0.0,mostBooks,under,2539,-36.18,0,2292,0.343,7.85
off,0.6,batter_total_bases,offset,1,0.0,mostBooks,under,2839,-51.58,0,1992,1.167,23.25
off,0.7,batter_total_bases,offset,1,0.0,mostBooks,under,3339,-39.29,0,1492,0.735,10.96
off,0.5,batter_total_bases,offset,1,0.01,mostBooks,under,2152,-26.58,0,1823,0.463,8.43
off,0.6,batter_total_bases,offset,1,0.01,mostBooks,under,2378,-39.25,0,1597,1.322,21.1
off,0.7,batter_total_bases,offset,1,0.01,mostBooks,under,2780,-34.16,0,1195,1.341,16.02
off,0.5,batter_total_bases,offset,1,0.02,mostBooks,under,1738,-40.83,0,1423,2.012,28.63
off,0.6,batter_total_bases,offset,1,0.02,mostBooks,under,1901,-49.25,0,1260,2.941,37.05
off,0.7,batter_total_bases,offset,1,0.02,mostBooks,under,2221,-36.6,0,940,2.596,24.4
off,0.5,batter_total_bases,offset,1,0.04,mostBooks,under,989,-25.45,0,790,0.973,7.69
off,0.6,batter_total_bases,offset,1,0.04,mostBooks,under,1076,-24.7,0,703,0.987,6.94
off,0.7,batter_total_bases,offset,1,0.04,mostBooks,under,1253,-3.4,0,526,-2.73,-14.36
on,0.5,batter_total_bases,offset,1,0.0,maxEv,under,2074,-40.34,0,920,3.533,32.5
on,0.6,batter_total_bases,offset,1,0.0,maxEv,under,2137,-36.88,0,857,3.389,29.04
on,0.7,batter_total_bases,offset,1,0.0,maxEv,under,2326,-21.18,0,668,1.998,13.35
on,0.5,batter_total_bases,offset,1,0.01,maxEv,under,1144,-47.76,0,625,3.551,22.19
on,0.6,batter_total_bases,offset,1,0.01,maxEv,under,1205,-43.93,0,564,3.254,18.35
on,0.7,batter_total_bases,offset,1,0.01,maxEv,under,1339,-23.6,0,430,-0.46,-1.98
on,0.5,batter_total_bases,offset,1,0.02,maxEv,under,808,-34.9,0,360,6.867,24.72
on,0.6,batter_total_bases,offset,1,0.02,maxEv,under,840,-33.41,0,328,7.085,23.24
on,0.7,batter_total_bases,offset,1,0.02,maxEv,under,943,-17.7,0,225,3.342,7.52
on,0.5,batter_total_bases,offset,1,0.04,maxEv,both,314,-15.28,0,285,10.49,29.9
on,0.6,batter_total_bases,offset,1,0.04,maxEv,under,340,-12.52,0,257,10.636,27.33
on,0.7,batter_total_bases,offset,1,0.04,maxEv,under,398,2.38,0,199,6.248,12.43
on,0.5,batter_total_bases,offset,1,0.0,mostBooks,under,2074,-40.66,0,920,3.458,31.81
on,0.6,batter_total_bases,offset,1,0.0,mostBooks,under,2137,-37.2,0,857,3.308,28.35
on,0.7,batter_total_bases,offset,1,0.0,mostBooks,under,2326,-21.48,0,668,1.891,12.64
on,0.5,batter_total_bases,offset,1,0.01,mostBooks,under,1144,-48.01,0,625,3.45,21.56
on,0.6,batter_total_bases,offset,1,0.01,mostBooks,under,1205,-44.17,0,564,3.143,17.72
on,0.7,batter_total_bases,offset,1,0.01,mostBooks,under,1339,-23.84,0,430,-0.607,-2.61
on,0.5,batter_total_bases,offset,1,0.02,mostBooks,under,808,-35.17,0,360,6.842,24.63
on,0.6,batter_total_bases,offset,1,0.02,mostBooks,under,840,-33.69,0,328,7.057,23.15
on,0.7,batter_total_bases,offset,1,0.02,mostBooks,under,943,-17.97,0,225,3.302,7.43
on,0.5,batter_total_bases,offset,1,0.04,mostBooks,both,314,-15.36,0,285,10.457,29.8
on,0.6,batter_total_bases,offset,1,0.04,mostBooks,under,340,-12.59,0,257,10.6,27.24
on,0.7,batter_total_bases,offset,1,0.04,mostBooks,under,398,2.31,0,199,6.202,12.34
off,0.5,batter_total_bases,iso,1,0.0,maxEv,under,1762,-5.12,0,1637,0.61,9.98
off,0.6,batter_total_bases,iso,1,0.0,maxEv,under,1899,-4.99,0,1500,0.657,9.85
off,0.7,batter_total_bases,iso,1,0.0,maxEv,under,2115,8.04,1,1284,-0.248,-3.18
off,0.5,batter_total_bases,iso,1,0.01,maxEv,under,1564,-21.49,0,1306,1.591,20.78
off,0.6,batter_total_bases,iso,1,0.01,maxEv,under,1678,-21.71,0,1192,1.761,20.99
off,0.7,batter_total_bases,iso,1,0.01,maxEv,under,1834,-9.06,0,1036,0.805,8.34
off,0.5,batter_total_bases,iso,1,0.02,maxEv,under,1348,-31.46,0,1109,2.589,28.71
off,0.6,batter_total_bases,iso,1,0.02,maxEv,under,1442,-27.18,0,1015,2.407,24.43
off,0.7,batter_total_bases,iso,1,0.02,maxEv,under,1568,-17.64,0,889,1.675,14.89
off,0.5,batter_total_bases,iso,1,0.04,maxEv,under,950,8.97,1,765,5.256,40.21
off,0.6,batter_total_bases,iso,1,0.04,maxEv,under,1003,15.58,1,712,4.719,33.6
off,0.7,batter_total_bases,iso,1,0.04,maxEv,under,1089,23.75,1,626,4.062,25.43
off,0.5,batter_total_bases,iso,1,0.0,mostBooks,under,1762,-5.33,0,1636,0.653,10.69
off,0.6,batter_total_bases,iso,1,0.0,mostBooks,under,1899,-5.18,0,1499,0.703,10.54
off,0.7,batter_total_bases,iso,1,0.0,mostBooks,under,2116,8.46,1,1282,-0.242,-3.1
off,0.5,batter_total_bases,iso,1,0.01,mostBooks,under,1564,-21.68,0,1306,1.57,20.5
off,0.6,batter_total_bases,iso,1,0.01,mostBooks,under,1678,-21.88,0,1192,1.736,20.7
off,0.7,batter_total_bases,iso,1,0.01,mostBooks,under,1835,-8.62,0,1035,0.719,7.44
off,0.5,batter_total_bases,iso,1,0.02,mostBooks,under,1348,-31.58,0,1109,2.568,28.48
off,0.6,batter_total_bases,iso,1,0.02,mostBooks,under,1442,-27.3,0,1015,2.384,24.2
off,0.7,batter_total_bases,iso,1,0.02,mostBooks,under,1569,-17.16,0,888,1.583,14.05
off,0.5,batter_total_bases,iso,1,0.04,mostBooks,under,950,9.07,1,765,5.198,39.77
off,0.6,batter_total_bases,iso,1,0.04,mostBooks,under,1003,15.68,1,712,4.657,33.16
off,0.7,batter_total_bases,iso,1,0.04,mostBooks,under,1089,23.85,1,626,3.992,24.99
on,0.5,batter_total_bases,iso,1,0.0,maxEv,under,904,-29.91,0,914,3.584,32.76
on,0.6,batter_total_bases,iso,1,0.0,maxEv,over,257,-27.76,0,157,-9.56,-15.01
on,0.7,batter_total_bases,iso,1,0.0,maxEv,under,1191,-21.65,0,627,3.907,24.5
on,0.5,batter_total_bases,iso,1,0.01,maxEv,under,380,-13.41,0,349,-1.014,-3.54
on,0.6,batter_total_bases,iso,1,0.01,maxEv,under,383,-13.32,0,346,-1.047,-3.62
on,0.7,batter_total_bases,iso,1,0.01,maxEv,under,431,-4.42,0,298,-4.205,-12.53
on,0.5,batter_total_bases,iso,1,0.02,maxEv,under,289,-13.62,0,86,-3.137,-2.7
on,0.6,batter_total_bases,iso,1,0.02,maxEv,under,290,-13.09,0,85,-3.796,-3.23
on,0.7,batter_total_bases,iso,1,0.02,maxEv,under,293,-13.05,0,82,-3.98,-3.26
on,0.5,batter_total_bases,iso,1,0.04,maxEv,both,312,-17.94,0,108,-9.222,-9.96
on,0.6,batter_total_bases,iso,1,0.04,maxEv,both,319,-18.04,0,101,-9.76,-9.86
on,0.7,batter_total_bases,iso,1,0.04,maxEv,both,322,-18.0,0,98,-10.096,-9.89
on,0.5,batter_total_bases,iso,1,0.0,mostBooks,under,904,-29.94,0,914,3.561,32.55
on,0.6,batter_total_bases,iso,1,0.0,mostBooks,over,257,-27.76,0,157,-9.56,-15.01
on,0.7,batter_total_bases,iso,1,0.0,mostBooks,under,1192,-21.06,0,626,3.78,23.66
on,0.5,batter_total_bases,iso,1,0.01,mostBooks,under,380,-13.49,0,349,-1.017,-3.55
on,0.6,batter_total_bases,iso,1,0.01,mostBooks,under,383,-13.4,0,346,-1.05,-3.63
on,0.7,batter_total_bases,iso,1,0.01,mostBooks,under,431,-4.5,0,298,-4.209,-12.54
on,0.5,batter_total_bases,iso,1,0.02,mostBooks,under,289,-13.69,0,86,-3.137,-2.7
on,0.6,batter_total_bases,iso,1,0.02,mostBooks,under,290,-13.16,0,85,-3.796,-3.23
on,0.7,batter_total_bases,iso,1,0.02,mostBooks,under,293,-13.12,0,82,-3.98,-3.26
on,0.5,batter_total_bases,iso,1,0.04,mostBooks,both,312,-17.94,0,108,-9.222,-9.96
on,0.6,batter_total_bases,iso,1,0.04,mostBooks,both,319,-18.04,0,101,-9.76,-9.86
on,0.7,batter_total_bases,iso,1,0.04,mostBooks,both,322,-18.0,0,98,-10.096,-9.89
off,0.5,batter_total_bases,price+compact,2,0.0,maxEv,both,3224,-44.48,0,2096,-0.444,-9.32
off,0.6,batter_total_bases,price+compact,2,0.0,maxEv,both,3556,-55.14,0,1764,0.076,1.34
off,0.7,batter_total_bases,price+compact,2,0.0,maxEv,both,4098,-73.94,0,1222,1.648,20.14
off,0.5,batter_total_bases,price+compact,2,0.01,maxEv,both,2276,-55.99,0,1168,0.116,1.36
off,0.6,batter_total_bases,price+compact,2,0.01,maxEv,both,2445,-66.05,0,999,1.142,11.41
off,0.7,batter_total_bases,price+compact,2,0.01,maxEv,both,2777,-70.08,0,667,2.315,15.44
off,0.5,batter_total_bases,price+compact,2,0.02,maxEv,both,1288,13.88,1,640,-2.559,-16.38
off,0.6,batter_total_bases,price+compact,2,0.02,maxEv,both,1359,10.27,1,569,-2.244,-12.77
off,0.7,batter_total_bases,price+compact,2,0.02,maxEv,both,1565,8.04,1,363,-2.904,-10.54
off,0.5,batter_total_bases,price+compact,2,0.04,maxEv,both,232,0.93,0,179,6.436,11.52
off,0.6,batter_total_bases,price+compact,2,0.04,maxEv,both,244,4.11,0,167,4.993,8.34
off,0.7,batter_total_bases,price+compact,2,0.04,maxEv,both,319,11.29,0,92,1.259,1.16
