arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
on,0.6,pitcher_strikeouts,price+compact+box,3,0.04,mostBooks,both,75,4.8,0,37,6.297,2.33
on,0.7,pitcher_strikeouts,price+compact+box,3,0.04,mostBooks,both,88,3.89,0,24,13.5,3.24
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,243,-1.2,0,174,-4.64,-8.07
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,297,0.35,0,120,-8.019,-9.62
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,325,0.78,0,92,-10.925,-10.05
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,217,6.06,0,139,-0.716,-1.0
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,260,8.74,0,96,-3.835,-3.68
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,286,9.56,0,70,-6.434,-4.5
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,179,12.12,0,101,-1.865,-1.88
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,216,16.02,0,64,-9.029,-5.78
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,234,13.19,0,46,-6.423,-2.95
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,115,6.14,0,74,-10.222,-7.56
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,141,7.8,0,48,-19.222,-9.23
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,155,5.64,0,34,-20.777,-7.06
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,243,-1.11,0,174,-4.64,-8.07
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,297,0.44,0,120,-8.019,-9.62
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,325,0.87,0,92,-10.925,-10.05
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,217,6.15,0,139,-0.716,-1.0
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,260,8.83,0,96,-3.835,-3.68
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,286,9.65,0,70,-6.434,-4.5
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,179,12.21,0,101,-1.865,-1.88
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,216,16.11,0,64,-9.029,-5.78
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,234,13.29,0,46,-6.423,-2.95
off,0.5,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,115,6.23,0,74,-10.222,-7.56
off,0.6,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,141,7.89,0,48,-19.222,-9.23
off,0.7,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,155,5.73,0,34,-20.777,-7.06
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,105,-3.68,0,30,-12.429,-3.73
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,121,-2.09,0,14,-37.928,-5.31
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.0,maxEv,both,129,-4.82,0,6,-43.06,-2.58
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,73,-2.33,0,30,-12.429,-3.73
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,89,-0.75,0,14,-37.928,-5.31
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.01,maxEv,both,97,-3.48,0,6,-43.06,-2.58
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,43,-2.2,0,18,-10.619,-1.91
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,53,-1.39,0,8,-34.079,-2.73
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.02,maxEv,both,61,-4.11,0,0,,0.0
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,18,1.04,0,7,33.28,2.33
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,23,3.54,0,2,-8.678,-0.17
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.04,maxEv,both,25,3.37,0,0,,0.0
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,105,-3.68,0,30,-12.429,-3.73
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,121,-2.09,0,14,-37.928,-5.31
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.0,mostBooks,both,129,-4.82,0,6,-43.06,-2.58
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,73,-2.33,0,30,-12.429,-3.73
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,89,-0.75,0,14,-37.928,-5.31
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.01,mostBooks,both,97,-3.48,0,6,-43.06,-2.58
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,43,-2.2,0,18,-10.619,-1.91
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,53,-1.39,0,8,-34.079,-2.73
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.02,mostBooks,both,61,-4.11,0,0,,0.0
on,0.5,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,18,1.04,0,7,33.28,2.33
on,0.6,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,23,3.54,0,2,-8.678,-0.17
on,0.7,pitcher_strikeouts,price+compact+gbm,3,0.04,mostBooks,both,25,3.37,0,0,,0.0
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,194,-6.37,0,169,-1.995,-3.37
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,242,-3.91,0,121,-4.817,-5.83
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,280,-10.89,0,83,1.378,1.14
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,166,-5.61,0,138,-5.101,-7.04
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,204,-7.3,0,100,-5.354,-5.35
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,237,-12.4,0,67,-0.372,-0.25
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,127,3.15,0,118,-6.381,-7.53
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,162,-0.14,0,83,-5.115,-4.25
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,188,-3.01,0,57,-2.403,-1.37
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,77,-3.84,0,65,8.849,5.75
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,99,2.55,0,43,-1.488,-0.64
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,115,0.31,0,27,5.94,1.6
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,194,-3.65,0,169,-1.995,-3.37
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,242,-1.2,0,121,-4.817,-5.83
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,280,-8.17,0,83,1.378,1.14
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,166,-4.43,0,138,-5.101,-7.04
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,204,-6.12,0,100,-5.354,-5.35
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,237,-11.22,0,67,-0.372,-0.25
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,127,4.32,0,118,-6.381,-7.53
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,162,1.04,0,83,-5.115,-4.25
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,188,-1.83,0,57,-2.403,-1.37
off,0.5,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,77,-4.33,0,65,8.849,5.75
off,0.6,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,99,2.06,0,43,-1.488,-0.64
off,0.7,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,115,-0.18,0,27,5.94,1.6
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,97,-1.62,0,55,-1.575,-0.87
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,111,-0.36,0,41,-5.177,-2.12
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.0,maxEv,both,130,-2.54,0,22,0.245,0.05
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,88,-0.74,0,41,0.199,0.08
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,102,0.52,0,27,-4.352,-1.17
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.01,maxEv,both,113,-1.83,0,16,7.32,1.17
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,74,2.2,0,38,-0.848,-0.32
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,87,2.74,0,25,-3.458,-0.86
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.02,maxEv,both,97,1.39,0,15,3.21,0.48
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,49,0.59,0,31,-10.892,-3.38
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,60,-0.26,0,20,-12.64,-2.53
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.04,maxEv,both,70,-1.61,0,10,-11.819,-1.18
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,97,-0.2,0,55,-1.575,-0.87
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,111,1.05,0,41,-5.177,-2.12
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.0,mostBooks,both,130,-1.12,0,22,0.245,0.05
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,88,-0.86,0,41,0.199,0.08
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,102,0.39,0,27,-4.352,-1.17
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.01,mostBooks,both,113,-1.95,0,16,7.32,1.17
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,74,2.07,0,38,-0.848,-0.32
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,87,2.61,0,25,-3.458,-0.86
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.02,mostBooks,both,97,1.27,0,15,3.21,0.48
on,0.5,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,49,0.46,0,31,-10.892,-3.38
on,0.6,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,60,-0.39,0,20,-12.64,-2.53
on,0.7,pitcher_strikeouts,price+compact+offset,3,0.04,mostBooks,both,70,-1.73,0,10,-11.819,-1.18
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,231,-7.7,0,148,-3.558,-5.27
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,277,-6.22,0,102,-6.617,-6.75
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,316,-13.81,0,63,1.349,0.85
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,204,-7.44,0,117,-3.705,-4.33
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,244,-7.52,0,77,-5.518,-4.25
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,274,-15.84,0,47,8.661,4.07
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,164,-4.03,0,94,0.659,0.62
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,199,-4.95,0,59,2.619,1.55
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,223,-10.24,0,35,19.514,6.83
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,112,5.85,0,59,20.67,12.2
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,136,8.53,0,35,27.196,9.52
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,151,7.28,0,20,53.811,10.76
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,231,-3.85,0,148,-3.039,-4.5
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,277,-1.6,0,102,-6.617,-6.75
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,316,-9.2,0,63,1.349,0.85
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,204,-6.03,0,117,-3.048,-3.57
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,244,-5.35,0,77,-5.518,-4.25
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,274,-13.67,0,47,8.661,4.07
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,164,-2.62,0,94,1.043,0.98
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,199,-3.18,0,59,2.619,1.55
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,223,-8.47,0,35,19.514,6.83
off,0.5,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,112,7.26,0,59,20.67,12.2
off,0.6,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,136,9.93,0,35,27.196,9.52
off,0.7,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,151,8.69,0,20,53.811,10.76
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,157,-6.01,0,38,16.323,6.2
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,171,-5.34,0,24,23.052,5.53
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.0,maxEv,both,183,-5.14,0,12,44.429,5.33
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,149,-2.83,0,37,14.861,5.5
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,163,-2.16,0,23,20.992,4.83
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.01,maxEv,both,175,-1.96,0,11,42.066,4.63
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,122,-1.76,0,32,5.205,1.67
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,136,-1.09,0,18,5.529,1.0
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.02,maxEv,both,148,-0.89,0,6,13.238,0.79
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,99,3.22,0,29,4.055,1.18
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,113,3.89,0,15,3.37,0.51
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.04,maxEv,both,125,4.09,0,3,10.154,0.3
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,157,-3.46,0,38,17.436,6.63
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,171,-2.37,0,24,23.052,5.53
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.0,mostBooks,both,183,-2.17,0,12,44.429,5.33
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,149,-1.06,0,37,16.004,5.92
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,163,0.04,0,23,20.992,4.83
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.01,mostBooks,both,175,0.24,0,11,42.066,4.63
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,122,0.01,0,32,6.527,2.09
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,136,1.1,0,18,5.529,1.0
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.02,mostBooks,both,148,1.31,0,6,13.238,0.79
on,0.5,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,99,5.0,0,29,5.513,1.6
on,0.6,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,113,6.09,0,15,3.37,0.51
on,0.7,pitcher_strikeouts,price+compact+iso,3,0.04,mostBooks,both,125,6.29,0,3,10.154,0.3
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,354,2.87,0,326,-0.857,-2.79
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,432,7.85,0,248,-3.132,-7.77
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,487,2.06,0,193,-1.029,-1.99
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,311,-0.22,0,276,2.105,5.81
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,382,7.4,0,205,-0.884,-1.81
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,423,1.72,0,164,2.356,3.86
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,264,-2.25,0,234,3.624,8.48
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,325,6.09,0,173,0.081,0.14
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,364,0.74,0,134,4.099,5.49
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,189,1.56,0,152,4.098,6.23
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,231,6.06,0,110,1.572,1.73
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,262,2.3,0,79,6.945,5.49
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,354,2.96,0,326,-1.042,-3.4
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,432,7.33,0,248,-3.132,-7.77
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,487,1.55,0,193,-1.029,-1.99
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,311,-0.13,0,276,1.885,5.2
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,382,6.88,0,205,-0.884,-1.81
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,423,1.21,0,164,2.356,3.86
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,264,-2.16,0,234,3.366,7.88
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,325,5.57,0,173,0.081,0.14
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,364,0.22,0,134,4.099,5.49
off,0.5,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,189,1.65,0,152,3.7,5.62
off,0.6,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,231,5.55,0,110,1.572,1.73
off,0.7,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,262,1.79,0,79,6.945,5.49
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,119,-1.95,0,92,-1.282,-1.18
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,130,-1.73,0,81,-1.729,-1.4
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.0,maxEv,both,163,-5.88,0,48,5.74,2.76
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,106,-4.39,0,79,0.353,0.28
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,117,-4.17,0,68,0.085,0.06
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.01,maxEv,both,139,-5.63,0,46,3.315,1.52
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,90,-5.4,0,63,-4.253,-2.68
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,101,-5.18,0,52,-5.578,-2.9
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.02,maxEv,both,122,-7.25,0,31,-2.669,-0.83
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,68,-4.04,0,7,10.595,0.74
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,70,-3.81,0,5,10.233,0.51
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.04,maxEv,both,70,-3.81,0,5,10.233,0.51
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,119,-1.95,0,92,-1.939,-1.78
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,130,-2.33,0,81,-1.729,-1.4
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.0,mostBooks,both,163,-6.49,0,48,5.74,2.76
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,106,-4.39,0,79,-0.413,-0.33
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,117,-4.77,0,68,0.085,0.06
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.01,mostBooks,both,139,-6.24,0,46,3.315,1.52
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,90,-5.4,0,63,-4.253,-2.68
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,101,-5.18,0,52,-5.578,-2.9
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.02,mostBooks,both,122,-7.25,0,31,-2.669,-0.83
on,0.5,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,68,-4.04,0,7,10.595,0.74
on,0.6,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,70,-3.81,0,5,10.233,0.51
on,0.7,pitcher_strikeouts,price+box+gbm,3,0.04,mostBooks,both,70,-3.81,0,5,10.233,0.51
off,0.5,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,both,368,-15.88,0,364,-2.503,-9.11
off,0.6,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,over,275,3.42,0,183,-0.492,-0.9
off,0.7,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,over,315,0.43,0,143,1.463,2.09
off,0.5,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,both,319,-13.79,0,320,2.02,6.47
off,0.6,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,both,394,-2.43,0,245,-1.997,-4.89
off,0.7,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,over,276,4.25,0,124,4.047,5.02
off,0.5,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,281,-14.97,0,287,4.53,13.0
off,0.6,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,350,-4.04,0,218,0.946,2.06
off,0.7,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,410,-10.97,0,158,5.693,9.0
off,0.5,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,205,-12.86,0,209,6.565,13.72
off,0.6,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,253,-0.36,0,161,0.761,1.22
off,0.7,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,296,-1.87,0,118,2.314,2.73
off,0.5,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,both,368,-12.29,0,364,-2.198,-8.0
off,0.6,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,over,275,4.25,0,183,-0.492,-0.9
off,0.7,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,over,315,1.26,0,143,1.463,2.09
off,0.5,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,both,319,-11.73,0,320,2.367,7.57
off,0.6,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,both,394,0.73,0,245,-1.997,-4.89
off,0.7,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,over,276,5.07,0,124,4.047,5.02
off,0.5,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,281,-12.92,0,287,4.916,14.11
off,0.6,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,350,-0.87,0,218,0.946,2.06
off,0.7,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,410,-7.8,0,158,5.693,9.0
off,0.5,pitcher_strikeouts,price+box+offset,3,0.04,mostBooks,both,205,-12.47,0,209,7.096,14.83
off,0.6,pitcher_strikeouts,price+box+offset,3,0.04,mostBooks,both,253,1.13,0,161,0.761,1.22
off,0.7,pitcher_strikeouts,price+box+offset,3,0.04,mostBooks,both,296,-0.37,0,118,2.314,2.73
on,0.5,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,both,209,-6.22,0,191,7.5,14.32
on,0.6,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,both,248,5.19,0,152,1.917,2.91
on,0.7,pitcher_strikeouts,price+box+offset,3,0.0,maxEv,both,289,5.69,0,111,2.179,2.42
on,0.5,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,both,192,-5.09,0,177,5.982,10.59
on,0.6,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,both,226,4.58,0,143,0.642,0.92
on,0.7,pitcher_strikeouts,price+box+offset,3,0.01,maxEv,both,267,5.07,0,102,0.416,0.42
on,0.5,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,171,-7.51,0,134,6.201,8.31
on,0.6,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,205,2.16,0,100,-1.361,-1.36
on,0.7,pitcher_strikeouts,price+box+offset,3,0.02,maxEv,both,246,2.66,0,59,-3.145,-1.86
on,0.5,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,107,-1.6,0,48,5.148,2.47
on,0.6,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,125,0.66,0,30,0.698,0.21
on,0.7,pitcher_strikeouts,price+box+offset,3,0.04,maxEv,both,150,3.83,0,5,-59.2,-2.96
on,0.5,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,both,209,-3.21,0,191,7.921,15.13
on,0.6,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,both,248,8.07,0,152,2.538,3.86
on,0.7,pitcher_strikeouts,price+box+offset,3,0.0,mostBooks,both,289,8.56,0,111,3.03,3.36
on,0.5,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,both,192,-3.62,0,177,6.436,11.39
on,0.6,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,both,226,5.91,0,143,1.302,1.86
on,0.7,pitcher_strikeouts,price+box+offset,3,0.01,mostBooks,both,267,6.41,0,102,1.342,1.37
on,0.5,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,171,-6.03,0,134,6.096,8.17
on,0.6,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,205,3.5,0,100,-1.361,-1.36
on,0.7,pitcher_strikeouts,price+box+offset,3,0.02,mostBooks,both,246,3.99,0,59,-3.145,-1.86
on,0.5,pitcher_strikeouts,price+box+offset,3,0.04,mostBooks,both,107,-0.49,0,48,6.115,2.94
