spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
box+iso,0.04,0,mostBooks,6,372.2,23777,2
price+gbm+iso,0.0,0,mostBooks,6,372.2,39260,3
compact+iso,0.0,0,maxEv,6,370.2,38386,2
box+gbm+iso,0.0,0,maxEv,6,369.7,41090,3
price+compact+iso,0.0,0,mostBooks,6,364.4,36734,3
box+gbm,0.04,55,mostBooks,6,363.7,9769,2
compact+gbm,0.04,55,mostBooks,6,360.4,8261,2
gbm+iso,0.04,55,maxEv,6,356.8,10334,2
box+gbm+iso,0.0,55,maxEv,6,346.5,16614,3
offset+iso,0.02,0,maxEv,6,342.9,31743,2
gbm+iso,0.04,55,mostBooks,6,342.6,10334,2
price+box+gbm,0.02,55,mostBooks,6,338.1,9800,3
price+gbm+offset,0.01,55,maxEv,6,330.3,11907,3
gbm+offset,0.02,60,maxEv,6,328.9,8745,2
gbm+offset,0.02,55,mostBooks,6,327.6,12588,2
box+iso,0.02,0,mostBooks,6,322.0,31754,2
gbm+iso,0.01,55,maxEv,6,321.8,15058,2
compact+offset,0.02,55,maxEv,6,319.5,10166,2
offset+iso,0.01,0,maxEv,6,319.5,36289,2
compact+gbm+offset,0.01,55,mostBooks,6,319.0,13170,3
compact+gbm+iso,0.01,60,maxEv,6,312.9,8959,3
compact+box+gbm,0.0,55,maxEv,6,312.3,15833,3
box+gbm,0.04,60,maxEv,6,309.6,6582,2
gbm+offset,0.04,60,maxEv,6,307.1,6226,2
box+gbm+offset,0.02,55,mostBooks,6,305.3,12472,3
compact+box+gbm,0.01,60,maxEv,6,304.3,9235,3
gbm+iso,0.0,55,maxEv,6,303.5,16932,2
compact+box+gbm,0.01,55,mostBooks,6,302.7,13311,3
gbm+iso,0.04,60,maxEv,6,299.7,7012,2
price+gbm+offset,0.01,55,mostBooks,6,298.9,11904,3
compact+gbm+offset,0.01,60,maxEv,6,298.6,9140,3
price+box+gbm,0.01,55,mostBooks,6,297.1,12076,3
gbm+iso,0.01,55,mostBooks,6,295.8,15058,2
compact+iso,0.02,55,mostBooks,6,291.8,10999,2
gbm+iso,0.04,60,mostBooks,6,291.2,7013,2
compact+gbm,0.01,55,mostBooks,6,289.7,13635,2
compact+offset,0.02,55,mostBooks,6,289.6,10164,2
box+gbm,0.04,60,mostBooks,6,289.6,6580,2
compact+iso,0.0,0,mostBooks,6,287.4,38388,2
gbm+offset,0.04,60,mostBooks,6,287.4,6223,2
compact+box,0.02,55,maxEv,6,287.3,10423,2
price+box+gbm,0.04,55,maxEv,6,286.4,6509,3
box+gbm+offset,0.01,55,maxEv,6,286.0,14464,3
price+compact+offset,0.02,55,mostBooks,6,285.3,7498,3
