arm,innerCut,market,spec,nMembers,tau,collapse,side,aN,aUnits,aPass,bN,bRoi,bUnits
on,0.5,batter_total_bases,price+compact+gbm,3,0.0,maxEv,under,2935,-43.31,0,1815,1.406,25.52
on,0.6,batter_total_bases,price+compact+gbm,3,0.0,maxEv,under,3209,-55.79,0,1541,2.466,38.0
on,0.7,batter_total_bases,price+compact+gbm,3,0.0,maxEv,under,3658,-44.61,0,1092,2.456,26.82
on,0.5,batter_total_bases,price+compact+gbm,3,0.01,maxEv,under,2207,-40.51,0,1176,2.627,30.89
on,0.6,batter_total_bases,price+compact+gbm,3,0.01,maxEv,under,2382,-41.39,0,1001,3.174,31.77
on,0.7,batter_total_bases,price+compact+gbm,3,0.01,maxEv,under,2680,-25.45,0,703,2.253,15.84
on,0.5,batter_total_bases,price+compact+gbm,3,0.02,maxEv,both,1417,-19.99,0,711,2.926,20.81
on,0.6,batter_total_bases,price+compact+gbm,3,0.02,maxEv,both,1516,-21.56,0,612,3.656,22.37
on,0.7,batter_total_bases,price+compact+gbm,3,0.02,maxEv,both,1721,-0.64,0,407,0.356,1.45
on,0.5,batter_total_bases,price+compact+gbm,3,0.04,maxEv,both,443,30.44,0,259,6.44,16.68
on,0.6,batter_total_bases,price+compact+gbm,3,0.04,maxEv,both,473,30.53,0,229,7.243,16.59
on,0.7,batter_total_bases,price+compact+gbm,3,0.04,maxEv,both,547,39.19,1,155,5.116,7.93
on,0.5,batter_total_bases,price+compact+gbm,3,0.0,mostBooks,under,2935,-44.3,0,1815,1.368,24.82
on,0.6,batter_total_bases,price+compact+gbm,3,0.0,mostBooks,under,3209,-57.01,0,1541,2.436,37.53
on,0.7,batter_total_bases,price+compact+gbm,3,0.0,mostBooks,under,3658,-45.96,0,1092,2.425,26.48
on,0.5,batter_total_bases,price+compact+gbm,3,0.01,mostBooks,under,2207,-41.13,0,1176,2.593,30.5
on,0.6,batter_total_bases,price+compact+gbm,3,0.01,mostBooks,under,2382,-42.2,0,1001,3.154,31.57
on,0.7,batter_total_bases,price+compact+gbm,3,0.01,mostBooks,under,2680,-26.27,0,703,2.224,15.64
on,0.5,batter_total_bases,price+compact+gbm,3,0.02,mostBooks,both,1417,-20.42,0,711,2.915,20.73
on,0.6,batter_total_bases,price+compact+gbm,3,0.02,mostBooks,both,1516,-21.97,0,612,3.64,22.28
on,0.7,batter_total_bases,price+compact+gbm,3,0.02,mostBooks,both,1721,-1.05,0,407,0.332,1.35
on,0.5,batter_total_bases,price+compact+gbm,3,0.04,mostBooks,both,443,30.32,0,259,6.386,16.54
on,0.6,batter_total_bases,price+compact+gbm,3,0.04,mostBooks,both,473,30.43,0,229,7.174,16.43
on,0.7,batter_total_bases,price+compact+gbm,3,0.04,mostBooks,both,547,39.09,1,155,5.014,7.77
off,0.5,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,2847,-46.1,0,2177,-0.314,-6.83
off,0.6,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,3159,-61.0,0,1865,0.433,8.07
off,0.7,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,3680,-81.87,0,1344,2.153,28.93
off,0.5,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2132,-25.91,0,1385,0.407,5.63
off,0.6,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2305,-35.25,0,1212,1.236,14.98
off,0.7,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2656,-30.57,0,861,1.196,10.29
off,0.5,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1431,-28.47,0,866,1.107,9.59
off,0.6,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1526,-31.64,0,771,1.655,12.76
off,0.7,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1766,-18.43,0,531,-0.086,-0.46
off,0.5,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,430,4.36,0,299,4.805,14.37
off,0.6,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,456,11.88,0,273,2.509,6.85
off,0.7,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,543,21.56,1,186,-1.522,-2.83
off,0.5,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,2847,-47.62,0,2177,-0.361,-7.86
off,0.6,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,3159,-62.72,0,1865,0.388,7.23
off,0.7,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,3680,-83.7,0,1344,2.099,28.21
off,0.5,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2132,-26.81,0,1385,0.346,4.79
off,0.6,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2305,-36.36,0,1212,1.182,14.33
off,0.7,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2656,-31.65,0,861,1.117,9.62
off,0.5,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1431,-28.74,0,866,1.02,8.83
off,0.6,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1526,-32.1,0,771,1.582,12.2
off,0.7,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1766,-18.87,0,531,-0.194,-1.03
off,0.5,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,430,4.39,0,299,4.782,14.3
off,0.6,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,456,11.91,0,273,2.484,6.78
off,0.7,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,543,21.59,1,186,-1.56,-2.9
on,0.5,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,3068,-49.19,0,2176,-0.344,-7.48
on,0.6,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,3380,-64.09,0,1864,0.398,7.43
on,0.7,batter_total_bases,price+compact+offset,3,0.0,maxEv,both,3900,-85.6,0,1344,2.153,28.93
on,0.5,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2181,1.78,1,1382,0.383,5.29
on,0.6,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2354,-7.57,0,1209,1.211,14.64
on,0.7,batter_total_bases,price+compact+offset,3,0.01,maxEv,both,2702,-3.22,0,861,1.196,10.29
on,0.5,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1128,8.09,1,864,0.966,8.35
on,0.6,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1223,4.92,1,769,1.498,11.52
on,0.7,batter_total_bases,price+compact+offset,3,0.02,maxEv,both,1461,16.89,1,531,-0.086,-0.46
on,0.5,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,218,4.59,0,298,4.65,13.86
on,0.6,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,244,12.1,0,272,2.331,6.34
on,0.7,batter_total_bases,price+compact+offset,3,0.04,maxEv,both,330,21.28,0,186,-1.522,-2.83
on,0.5,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,3068,-50.37,0,2176,-0.391,-8.51
on,0.6,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,3380,-65.47,0,1864,0.354,6.59
on,0.7,batter_total_bases,price+compact+offset,3,0.0,mostBooks,both,3900,-87.09,0,1344,2.099,28.21
on,0.5,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2181,1.32,1,1382,0.321,4.44
on,0.6,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2354,-8.23,0,1209,1.157,13.99
on,0.7,batter_total_bases,price+compact+offset,3,0.01,mostBooks,both,2702,-3.86,0,861,1.117,9.62
on,0.5,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1128,8.1,1,864,0.879,7.59
on,0.6,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1223,4.74,1,769,1.425,10.96
on,0.7,batter_total_bases,price+compact+offset,3,0.02,mostBooks,both,1461,16.72,1,531,-0.194,-1.03
on,0.5,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,218,4.65,0,298,4.627,13.79
on,0.6,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,244,12.16,0,272,2.305,6.27
on,0.7,batter_total_bases,price+compact+offset,3,0.04,mostBooks,both,330,21.34,0,186,-1.56,-2.9
off,0.5,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,2164,2.44,1,1667,0.326,5.43
off,0.6,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,2353,-11.55,0,1478,1.314,19.42
off,0.7,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,2738,-4.8,0,1093,1.159,12.67
off,0.5,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,1672,-7.72,0,1113,0.043,0.48
off,0.6,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,1782,-10.85,0,1003,0.36,3.61
off,0.7,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,2040,-0.87,0,745,-0.855,-6.37
off,0.5,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,1190,-9.88,0,740,1.389,10.28
off,0.6,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,1246,-0.34,0,684,0.108,0.74
off,0.7,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,1424,14.0,1,506,-2.687,-13.6
off,0.5,batter_total_bases,price+compact+iso,3,0.04,maxEv,under,428,1.84,0,272,3.933,10.7
off,0.6,batter_total_bases,price+compact+iso,3,0.04,maxEv,under,445,7.89,0,255,1.821,4.64
off,0.7,batter_total_bases,price+compact+iso,3,0.04,maxEv,under,495,14.46,0,205,-0.94,-1.93
off,0.5,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,2164,2.16,1,1666,0.346,5.76
off,0.6,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,2353,-11.82,0,1477,1.336,19.73
off,0.7,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,2738,-5.18,0,1092,1.199,13.09
off,0.5,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,1672,-7.82,0,1113,0.008,0.09
off,0.6,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,1782,-10.93,0,1003,0.319,3.2
off,0.7,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,2040,-0.93,0,745,-0.912,-6.8
off,0.5,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,1190,-9.92,0,740,1.357,10.04
off,0.6,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,1246,-0.36,0,684,0.071,0.48
off,0.7,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,1424,13.99,1,506,-2.741,-13.87
off,0.5,batter_total_bases,price+compact+iso,3,0.04,mostBooks,under,428,1.87,0,272,3.86,10.5
off,0.6,batter_total_bases,price+compact+iso,3,0.04,mostBooks,under,445,7.93,0,255,1.744,4.45
off,0.7,batter_total_bases,price+compact+iso,3,0.04,mostBooks,under,495,14.5,0,205,-1.036,-2.12
on,0.5,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,3100,-33.13,0,1653,0.684,11.3
on,0.6,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,3306,-40.06,0,1447,1.26,18.23
on,0.7,batter_total_bases,price+compact+iso,3,0.0,maxEv,under,3733,-45.7,0,1020,2.341,23.88
on,0.5,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,1801,9.99,1,971,1.117,10.85
on,0.6,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,1889,16.97,1,883,0.438,3.87
on,0.7,batter_total_bases,price+compact+iso,3,0.01,maxEv,under,2136,21.79,1,636,-0.15,-0.95
on,0.5,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,687,15.27,1,576,1.055,6.07
on,0.6,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,718,20.18,1,545,0.214,1.16
on,0.7,batter_total_bases,price+compact+iso,3,0.02,maxEv,under,864,32.34,1,399,-2.756,-11.0
on,0.5,batter_total_bases,price+compact+iso,3,0.04,maxEv,both,83,1.53,0,175,-0.496,-0.87
on,0.6,batter_total_bases,price+compact+iso,3,0.04,maxEv,both,87,4.3,0,171,-2.123,-3.63
on,0.7,batter_total_bases,price+compact+iso,3,0.04,maxEv,both,126,2.52,0,132,-1.406,-1.86
on,0.5,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,3100,-33.89,0,1652,0.723,11.95
on,0.6,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,3306,-40.81,0,1446,1.304,18.86
on,0.7,batter_total_bases,price+compact+iso,3,0.0,mostBooks,under,3733,-46.57,0,1019,2.416,24.62
on,0.5,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,1801,9.67,1,971,1.103,10.71
on,0.6,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,1889,16.67,1,883,0.42,3.71
on,0.7,batter_total_bases,price+compact+iso,3,0.01,mostBooks,under,2136,21.38,1,636,-0.156,-0.99
on,0.5,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,687,15.27,1,576,1.056,6.08
on,0.6,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,718,20.18,1,545,0.215,1.17
on,0.7,batter_total_bases,price+compact+iso,3,0.02,mostBooks,under,864,32.36,1,399,-2.759,-11.01
on,0.5,batter_total_bases,price+compact+iso,3,0.04,mostBooks,both,83,1.53,0,175,-0.445,-0.78
on,0.6,batter_total_bases,price+compact+iso,3,0.04,mostBooks,both,87,4.3,0,171,-2.071,-3.54
on,0.7,batter_total_bases,price+compact+iso,3,0.04,mostBooks,both,126,2.52,0,132,-1.339,-1.77
off,0.5,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,2650,-50.47,0,1840,1.458,26.82
off,0.6,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,2897,-63.36,0,1593,2.493,39.71
off,0.7,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,3334,-41.14,0,1156,1.513,17.5
off,0.5,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2059,-47.3,0,1285,1.513,19.44
off,0.6,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2229,-59.56,0,1115,2.843,31.7
off,0.7,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2546,-36.43,0,798,1.074,8.57
off,0.5,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1478,-16.93,0,821,3.239,26.59
off,0.6,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1578,-19.53,0,721,4.049,29.19
off,0.7,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1798,2.07,1,501,1.516,7.59
off,0.5,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,583,13.42,1,319,11.588,36.96
off,0.6,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,613,19.94,1,289,10.533,30.44
off,0.7,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,698,36.67,1,204,6.723,13.71
off,0.5,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,2650,-51.31,0,1840,1.408,25.9
off,0.6,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,2897,-64.49,0,1593,2.453,39.08
off,0.7,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,3334,-42.29,0,1156,1.46,16.88
off,0.5,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2059,-48.11,0,1285,1.487,19.11
off,0.6,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2229,-60.35,0,1115,2.812,31.35
off,0.7,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2546,-37.21,0,798,1.029,8.21
off,0.5,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1478,-17.3,0,821,3.202,26.29
off,0.6,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1578,-19.88,0,721,4.004,28.87
off,0.7,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1798,1.72,1,501,1.452,7.27
off,0.5,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,583,13.23,1,319,11.544,36.83
off,0.6,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,613,19.78,1,289,10.478,30.28
off,0.7,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,698,36.5,1,204,6.645,13.56
on,0.5,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,2833,-41.88,0,1840,1.656,30.47
on,0.6,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,3078,-51.14,0,1595,2.491,39.73
on,0.7,batter_total_bases,price+box+gbm,3,0.0,maxEv,under,3517,-28.86,0,1156,1.51,17.45
on,0.5,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2101,-38.07,0,1279,1.383,17.69
on,0.6,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2267,-49.52,0,1113,2.617,29.13
on,0.7,batter_total_bases,price+box+gbm,3,0.01,maxEv,both,2581,-27.92,0,799,0.942,7.53
on,0.5,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1298,5.12,1,805,3.323,26.75
on,0.6,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1393,4.32,1,710,3.881,27.55
on,0.7,batter_total_bases,price+box+gbm,3,0.02,maxEv,both,1603,25.01,1,500,1.372,6.86
on,0.5,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,373,13.9,0,312,12.054,37.61
on,0.6,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,402,21.42,0,283,10.631,30.08
on,0.7,batter_total_bases,price+box+gbm,3,0.04,maxEv,both,481,37.83,1,204,6.703,13.67
on,0.5,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,2833,-42.63,0,1840,1.609,29.61
on,0.6,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,3078,-52.18,0,1595,2.455,39.16
on,0.7,batter_total_bases,price+box+gbm,3,0.0,mostBooks,under,3517,-29.9,0,1156,1.46,16.88
on,0.5,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2101,-38.61,0,1279,1.36,17.39
on,0.6,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2267,-50.03,0,1113,2.589,28.81
on,0.7,batter_total_bases,price+box+gbm,3,0.01,mostBooks,both,2581,-28.43,0,799,0.903,7.21
on,0.5,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1298,4.78,1,805,3.291,26.49
on,0.6,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1393,4.0,1,710,3.842,27.27
on,0.7,batter_total_bases,price+box+gbm,3,0.02,mostBooks,both,1603,24.7,1,500,1.317,6.58
on,0.5,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,373,13.78,0,312,12.023,37.51
on,0.6,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,402,21.32,0,283,10.589,29.97
on,0.7,batter_total_bases,price+box+gbm,3,0.04,mostBooks,both,481,37.73,1,204,6.645,13.56
off,0.5,batter_total_bases,price+box+offset,3,0.0,maxEv,under,2645,-27.14,0,2166,-0.273,-5.9
off,0.6,batter_total_bases,price+box+offset,3,0.0,maxEv,under,2937,-36.33,0,1874,0.175,3.28
off,0.7,batter_total_bases,price+box+offset,3,0.0,maxEv,under,3436,-33.66,0,1375,0.044,0.61
off,0.5,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2074,-2.99,0,1539,1.213,18.67
off,0.6,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2254,-10.02,0,1359,1.891,25.7
off,0.7,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2630,3.02,1,983,1.288,12.66
off,0.5,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1505,-25.56,0,1033,0.225,2.32
off,0.6,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1619,-31.75,0,919,0.926,8.51
off,0.7,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1888,-19.81,0,650,-0.528,-3.43
off,0.5,batter_total_bases,price+box+offset,3,0.04,maxEv,both,573,3.98,1,424,6.206,26.31
off,0.6,batter_total_bases,price+box+offset,3,0.04,maxEv,both,613,12.38,1,384,4.664,17.91
off,0.7,batter_total_bases,price+box+offset,3,0.04,maxEv,both,725,34.93,1,272,-1.706,-4.64
off,0.5,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,2645,-28.52,0,2165,-0.278,-6.02
off,0.6,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,2938,-37.32,0,1872,0.148,2.77
off,0.7,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,3436,-35.38,0,1374,0.061,0.84
off,0.5,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2074,-4.08,0,1538,1.221,18.78
off,0.6,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2255,-10.72,0,1357,1.873,25.42
off,0.7,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2630,1.72,1,982,1.323,12.99
off,0.5,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1505,-25.93,0,1033,0.146,1.51
off,0.6,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1619,-32.34,0,919,0.861,7.92
off,0.7,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1888,-20.38,0,650,-0.622,-4.04
off,0.5,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,573,4.03,1,424,6.185,26.22
off,0.6,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,613,12.43,1,384,4.64,17.82
off,0.7,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,725,34.98,1,272,-1.739,-4.73
on,0.5,batter_total_bases,price+box+offset,3,0.0,maxEv,under,3075,-62.85,0,2130,-0.139,-2.95
on,0.6,batter_total_bases,price+box+offset,3,0.0,maxEv,under,3366,-72.64,0,1839,0.372,6.84
on,0.7,batter_total_bases,price+box+offset,3,0.0,maxEv,under,3876,-72.98,0,1329,0.54,7.18
on,0.5,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2105,20.7,1,1426,1.944,27.72
on,0.6,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2270,17.65,1,1261,2.44,30.77
on,0.7,batter_total_bases,price+box+offset,3,0.01,maxEv,both,2625,31.04,1,906,1.918,17.38
on,0.5,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1023,9.19,1,904,-0.252,-2.28
on,0.6,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1123,5.71,1,804,0.149,1.2
on,0.7,batter_total_bases,price+box+offset,3,0.02,maxEv,both,1355,19.27,1,572,-2.16,-12.36
on,0.5,batter_total_bases,price+box+offset,3,0.04,maxEv,both,184,-6.83,0,345,7.182,24.78
on,0.6,batter_total_bases,price+box+offset,3,0.04,maxEv,both,207,3.71,0,322,4.422,14.24
on,0.7,batter_total_bases,price+box+offset,3,0.04,maxEv,both,290,14.06,0,239,1.624,3.88
on,0.5,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,3075,-64.07,0,2129,-0.136,-2.89
on,0.6,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,3366,-74.06,0,1838,0.386,7.09
on,0.7,batter_total_bases,price+box+offset,3,0.0,mostBooks,under,3876,-74.51,0,1328,0.568,7.54
on,0.5,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2105,20.11,1,1425,1.962,27.96
on,0.6,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2270,16.87,1,1260,2.476,31.2
on,0.7,batter_total_bases,price+box+offset,3,0.01,mostBooks,both,2625,30.28,1,905,1.966,17.79
on,0.5,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1023,8.89,1,904,-0.306,-2.77
on,0.6,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1123,5.42,1,804,0.089,0.71
on,0.7,batter_total_bases,price+box+offset,3,0.02,mostBooks,both,1355,18.99,1,572,-2.248,-12.86
on,0.5,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,184,-6.83,0,345,7.188,24.8
on,0.6,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,207,3.71,0,322,4.428,14.26
on,0.7,batter_total_bases,price+box+offset,3,0.04,mostBooks,both,290,14.06,0,239,1.633,3.9
off,0.5,batter_total_bases,price+box+iso,3,0.0,maxEv,under,2091,1.58,1,1727,0.524,9.05
off,0.6,batter_total_bases,price+box+iso,3,0.0,maxEv,under,2277,-8.03,0,1541,1.211,18.66
off,0.7,batter_total_bases,price+box+iso,3,0.0,maxEv,under,2653,-0.04,0,1165,0.915,10.67
off,0.5,batter_total_bases,price+box+iso,3,0.01,maxEv,under,1684,-38.35,0,1227,-0.773,-9.48
off,0.6,batter_total_bases,price+box+iso,3,0.01,maxEv,under,1812,-40.27,0,1099,-0.689,-7.57
off,0.7,batter_total_bases,price+box+iso,3,0.01,maxEv,under,2085,-30.05,0,826,-2.153,-17.78
off,0.5,batter_total_bases,price+box+iso,3,0.02,maxEv,under,1259,-4.93,0,882,2.68,23.63
off,0.6,batter_total_bases,price+box+iso,3,0.02,maxEv,under,1344,4.51,1,797,1.781,14.19
off,0.7,batter_total_bases,price+box+iso,3,0.02,maxEv,under,1536,18.69,1,605,0.002,0.01
off,0.5,batter_total_bases,price+box+iso,3,0.04,maxEv,under,562,-4.64,0,382,3.533,13.5
off,0.6,batter_total_bases,price+box+iso,3,0.04,maxEv,under,586,0.18,1,358,2.424,8.68
off,0.7,batter_total_bases,price+box+iso,3,0.04,maxEv,under,654,10.68,1,290,-0.627,-1.82
off,0.5,batter_total_bases,price+box+iso,3,0.0,mostBooks,under,2091,1.09,1,1726,0.551,9.5
off,0.6,batter_total_bases,price+box+iso,3,0.0,mostBooks,under,2277,-8.29,0,1540,1.226,18.88
off,0.7,batter_total_bases,price+box+iso,3,0.0,mostBooks,under,2653,-0.41,0,1164,0.945,11.0
off,0.5,batter_total_bases,price+box+iso,3,0.01,mostBooks,under,1684,-38.55,0,1227,-0.792,-9.72
off,0.6,batter_total_bases,price+box+iso,3,0.01,mostBooks,under,1812,-40.24,0,1099,-0.731,-8.04
off,0.7,batter_total_bases,price+box+iso,3,0.01,mostBooks,under,2085,-30.0,0,826,-2.212,-18.27
off,0.5,batter_total_bases,price+box+iso,3,0.02,mostBooks,under,1259,-4.89,0,882,2.653,23.4
off,0.6,batter_total_bases,price+box+iso,3,0.02,mostBooks,under,1344,4.76,1,797,1.724,13.74
off,0.7,batter_total_bases,price+box+iso,3,0.02,mostBooks,under,1536,18.96,1,605,-0.075,-0.45
off,0.5,batter_total_bases,price+box+iso,3,0.04,mostBooks,under,562,-4.58,0,382,3.486,13.32
off,0.6,batter_total_bases,price+box+iso,3,0.04,mostBooks,under,586,0.45,1,358,2.314,8.28
off,0.7,batter_total_bases,price+box+iso,3,0.04,mostBooks,under,654,10.95,1,290,-0.763,-2.21
on,0.5,batter_total_bases,price+box+iso,3,0.0,maxEv,under,3073,-45.86,0,1683,0.186,3.13
on,0.6,batter_total_bases,price+box+iso,3,0.0,maxEv,under,3274,-49.65,0,1482,0.467,6.92
on,0.7,batter_total_bases,price+box+iso,3,0.0,maxEv,under,3697,-50.77,0,1059,0.76,8.04
on,0.5,batter_total_bases,price+box+iso,3,0.01,maxEv,under,1847,1.4,1,998,2.108,21.04
on,0.6,batter_total_bases,price+box+iso,3,0.01,maxEv,under,1943,16.69,1,902,0.638,5.75
on,0.7,batter_total_bases,price+box+iso,3,0.01,maxEv,under,2197,19.94,1,648,0.386,2.5
on,0.5,batter_total_bases,price+box+iso,3,0.02,maxEv,under,723,5.86,1,625,0.817,5.11
on,0.6,batter_total_bases,price+box+iso,3,0.02,maxEv,under,759,15.51,1,589,-0.771,-4.54
on,0.7,batter_total_bases,price+box+iso,3,0.02,maxEv,under,913,24.02,1,435,-3.0,-13.05
on,0.5,batter_total_bases,price+box+iso,3,0.04,maxEv,both,93,-5.39,0,181,-0.958,-1.73
on,0.6,batter_total_bases,price+box+iso,3,0.04,maxEv,both,97,-2.49,0,177,-2.616,-4.63
on,0.7,batter_total_bases,price+box+iso,3,0.04,maxEv,both,138,-1.19,0,136,-4.361,-5.93
