spec,tau,minConf,collapse,selectPasses,selectUnits,selectN,nMembers
price+offset,0.01,60,mostBooks,4,55.3,12692,2
price+box+offset,0.0,60,mostBooks,4,55.1,17591,3
compact+box+offset,0.0,60,maxEv,4,54.5,18336,3
compact,0.0,60,maxEv,4,50.5,18657,1
compact+offset,0.01,60,mostBooks,4,49.3,14734,2
price+iso,0.02,60,maxEv,4,44.2,9255,2
compact+box+offset,0.01,60,maxEv,4,43.0,15270,3
price+gbm+iso,0.01,60,maxEv,4,41.5,13368,3
compact+box+offset,0.0,60,mostBooks,4,39.0,18336,3
compact,0.0,60,mostBooks,4,37.0,18657,1
price+gbm+iso,0.01,60,mostBooks,4,33.4,13368,3
price+offset,0.0,60,maxEv,4,32.9,17145,2
offset,0.04,60,maxEv,4,31.7,9455,1
price+iso,0.02,60,mostBooks,4,31.6,9255,2
price+iso,0.01,60,maxEv,4,31.4,12330,2
compact+box+offset,0.01,60,mostBooks,4,30.8,15270,3
offset,0.04,60,mostBooks,4,30.7,9454,1
price+offset,0.0,60,mostBooks,4,20.2,17145,2
price+iso,0.0,60,maxEv,4,18.6,15989,2
price+iso,0.01,60,mostBooks,4,17.2,12330,2
compact+offset,0.0,60,mostBooks,4,17.1,18061,2
price+iso,0.0,60,mostBooks,4,1.4,15990,2
price+compact+offset,0.0,60,mostBooks,4,-1.6,17279,3
iso,0.0,60,mostBooks,4,-21.0,19447,1
price,0.01,60,mostBooks,4,-30.2,11411,1
price+compact+offset,0.04,60,maxEv,3,107.3,4140,3
price+box+gbm,0.02,60,maxEv,3,101.8,10887,3
compact+offset,0.02,60,mostBooks,3,89.8,11768,2
price+compact+offset,0.04,60,mostBooks,3,86.5,4139,3
price+compact+iso,0.02,60,mostBooks,3,86.1,8939,3
price+box+iso,0.04,60,maxEv,3,84.8,5987,3
price+compact+box,0.04,60,maxEv,3,84.2,4188,3
price+box+iso,0.04,60,mostBooks,3,84.0,5986,3
price+compact+iso,0.02,60,maxEv,3,83.6,8940,3
price+offset+iso,0.04,60,mostBooks,3,82.2,5867,3
price+offset+iso,0.04,60,maxEv,3,80.0,5868,3
price+compact,0.04,60,maxEv,3,75.6,3148,2
price+compact+box,0.04,60,mostBooks,3,71.9,4187,3
price+compact,0.04,60,mostBooks,3,67.0,3147,2
price+compact+offset,0.01,60,mostBooks,3,37.1,12876,3
price+compact+iso,0.01,60,mostBooks,3,26.2,12144,3
price+compact+iso,0.01,60,maxEv,3,22.3,12145,3
price+compact+offset,0.0,60,maxEv,3,15.6,17279,3
price+compact,0.0,60,maxEv,3,9.7,17802,2
price+compact+iso,0.0,60,mostBooks,3,8.2,16133,3
price+compact+box,0.0,60,maxEv,3,6.3,17402,3
price+compact+iso,0.0,60,maxEv,3,5.8,16133,3
price+compact,0.0,60,mostBooks,3,2.2,17802,2
price+compact+box,0.0,60,mostBooks,3,-0.8,17402,3
price,0.02,60,maxEv,3,-29.2,6743,1
price,0.02,60,mostBooks,3,-29.4,6743,1
price,0.01,60,maxEv,3,-36.2,11410,1
price,0.0,60,mostBooks,3,-123.5,18607,1
price,0.0,60,maxEv,2,-128.8,18606,1
price,0.04,60,maxEv,1,-4.5,1943,1
price,0.04,60,mostBooks,1,-4.7,1943,1
